_id,customer_id,timestamp,action,device,ip_address,location,browser_details,session_duration,page_views
67aaf01dfd431fecde4a0b25,264,2023-10-19T10:05:05,Early Repayment,Mobile,52.172.11.26,"South Ashleyton, Vermont, Angola",Safari 15.1,831,17
67aaf01dfd431fecde4a0b26,553,2020-11-03T09:19:52,Missed Payment,Desktop,189.183.19.144,"Kimview, North Carolina, Western Sahara",Safari 15.1,1147,2
67aaf01dfd431fecde4a0b27,358,2021-06-15T10:51:37,Login,Desktop,53.76.181.196,"North Jenniferstad, Arizona, Senegal",Firefox 110.0,352,19
67aaf01dfd431fecde4a0b28,354,2022-10-26T17:11:19,Profile Update,Mobile,223.6.238.129,"Lake Christina, Indiana, Niue",Chrome 113.0.5678.0,920,8
67aaf01dfd431fecde4a0b29,919,2020-11-05T12:33:13,Logout,Tablet,66.207.93.220,"East Josephton, Kentucky, Guatemala",Firefox 110.0,1172,10
67aaf01dfd431fecde4a0b2a,626,2024-03-05T03:27:54,Missed Payment,Desktop,175.234.158.185,"Port David, Alabama, Malawi",Firefox 110.0,1179,15
67aaf01dfd431fecde4a0b2b,419,2023-10-16T00:19:08,Profile Update,Mobile,210.19.137.38,"East Anna, Indiana, Bosnia and Herzegovina",Chrome 113.0.5678.0,435,8
67aaf01dfd431fecde4a0b2c,651,2021-05-09T14:14:39,Login,Mobile,154.34.84.54,"Bryantshire, Maryland, Fiji",Safari 15.1,788,19
67aaf01dfd431fecde4a0b2d,971,2021-08-30T19:46:43,Early Repayment,Tablet,44.222.178.5,"New Roberttown, Wyoming, Greenland",Safari 15.1,578,8
67aaf01dfd431fecde4a0b2e,812,2022-01-13T06:35:04,Missed Payment,Desktop,25.31.85.226,"Barbaramouth, Wyoming, Palestinian Territory",Edge 113.0,842,6
67aaf01dfd431fecde4a0b2f,313,2022-03-18T02:42:15,Login,Desktop,212.49.92.100,"Dawnfurt, Colorado, Serbia",Chrome 113.0.5678.0,451,9
67aaf01dfd431fecde4a0b30,919,2020-06-27T15:29:01,Profile Update,Mobile,50.201.120.147,"Lake Melvin, Kansas, Cyprus",Edge 113.0,80,20
67aaf01dfd431fecde4a0b31,680,2021-01-09T18:38:49,Profile Update,Tablet,124.15.144.99,"Ortiztown, Louisiana, Saint Barthelemy",Firefox 110.0,282,10
67aaf01dfd431fecde4a0b32,575,2024-01-18T09:45:00,Missed Payment,Mobile,108.251.31.110,"Lake Douglas, California, Burkina Faso",Edge 113.0,711,14
67aaf01dfd431fecde4a0b33,456,2024-06-21T07:50:36,Missed Payment,Mobile,39.188.121.150,"New Tina, Montana, Uruguay",Chrome 113.0.5678.0,498,4
67aaf01dfd431fecde4a0b34,610,2020-03-15T08:13:58,Early Repayment,Tablet,87.78.78.37,"Lake Amymouth, Alaska, Marshall Islands",Safari 15.1,649,1
67aaf01dfd431fecde4a0b35,891,2020-01-13T09:08:10,Login,Tablet,16.176.162.172,"Anthonyshire, Vermont, Singapore",Firefox 110.0,1010,3
67aaf01dfd431fecde4a0b36,907,2021-06-15T14:37:09,Profile Update,Tablet,177.224.211.80,"Stefanieborough, Vermont, Jamaica",Firefox 110.0,289,8
67aaf01dfd431fecde4a0b37,312,2023-06-09T18:13:18,Missed Payment,Mobile,154.101.139.178,"West Vincent, Arkansas, Bermuda",Chrome 113.0.5678.0,816,14
67aaf01dfd431fecde4a0b38,229,2020-03-02T23:53:08,Logout,Desktop,87.246.247.94,"Gonzalezside, South Carolina, Oman",Firefox 110.0,590,17
67aaf01dfd431fecde4a0b39,172,2021-07-06T02:46:39,Profile Update,Mobile,212.155.175.46,"Port Hayley, Oregon, Cote d'Ivoire",Firefox 110.0,1190,11
67aaf01dfd431fecde4a0b3a,553,2022-04-03T15:37:51,Profile Update,Tablet,178.242.20.15,"Marissaborough, Ohio, Gabon",Firefox 110.0,500,1
67aaf01dfd431fecde4a0b3b,293,2021-06-24T04:26:16,Profile Update,Tablet,71.122.97.76,"Lake Mary, Connecticut, Western Sahara",Chrome 113.0.5678.0,75,15
67aaf01dfd431fecde4a0b3c,993,2021-02-17T23:53:59,Missed Payment,Mobile,93.222.168.55,"New Jessicaville, Alaska, Paraguay",Firefox 110.0,628,6
67aaf01dfd431fecde4a0b3d,975,2021-12-27T00:12:52,Early Repayment,Desktop,223.71.65.238,"Lake Anthonyberg, South Carolina, Ireland",Edge 113.0,475,18
67aaf01dfd431fecde4a0b3e,828,2024-08-26T15:10:34,Missed Payment,Desktop,9.39.158.181,"South Kevin, Arizona, Mauritania",Chrome 113.0.5678.0,390,6
67aaf01dfd431fecde4a0b3f,175,2020-01-07T09:49:04,Logout,Mobile,219.214.119.235,"West Robert, South Dakota, San Marino",Chrome 113.0.5678.0,1178,11
67aaf01dfd431fecde4a0b40,870,2021-03-27T03:24:10,Logout,Mobile,12.246.164.198,"Port Alexander, New Jersey, Romania",Safari 15.1,108,5
67aaf01dfd431fecde4a0b41,986,2024-05-04T00:41:07,Logout,Tablet,56.251.178.197,"Lake James, New Mexico, Vietnam",Chrome 113.0.5678.0,163,4
67aaf01dfd431fecde4a0b42,500,2024-05-25T09:04:14,Early Repayment,Tablet,205.162.134.21,"Jenniferborough, Arizona, Uzbekistan",Safari 15.1,64,12
67aaf01dfd431fecde4a0b43,177,2023-09-06T12:06:34,Missed Payment,Tablet,67.202.79.104,"Woodview, New Jersey, Guatemala",Firefox 110.0,169,19
67aaf01dfd431fecde4a0b44,583,2020-05-12T19:34:27,Logout,Mobile,158.104.23.121,"South Rebecca, California, Cyprus",Firefox 110.0,785,20
67aaf01dfd431fecde4a0b45,761,2023-04-25T12:17:10,Logout,Mobile,190.191.209.46,"North Paigetown, Colorado, Bolivia",Safari 15.1,1003,18
67aaf01dfd431fecde4a0b46,167,2020-05-20T19:26:34,Profile Update,Mobile,5.98.75.80,"New Misty, Alabama, Aruba",Chrome 113.0.5678.0,1029,20
67aaf01dfd431fecde4a0b47,969,2021-09-13T08:37:32,Missed Payment,Tablet,77.112.117.30,"South Toni, Tennessee, Macedonia",Edge 113.0,983,11
67aaf01dfd431fecde4a0b48,270,2023-08-29T14:37:08,Profile Update,Tablet,206.10.53.54,"Jamesview, Montana, Afghanistan",Chrome 113.0.5678.0,1108,2
67aaf01dfd431fecde4a0b49,560,2020-05-18T05:33:55,Early Repayment,Mobile,65.139.120.127,"Davisside, Indiana, Vanuatu",Edge 113.0,438,15
67aaf01dfd431fecde4a0b4a,318,2020-05-13T08:16:18,Login,Desktop,137.172.187.48,"Ashleyport, Maine, Qatar",Safari 15.1,1061,20
67aaf01dfd431fecde4a0b4b,9,2021-01-28T22:47:00,Missed Payment,Tablet,193.165.198.134,"Allenstad, Tennessee, Peru",Chrome 113.0.5678.0,688,12
67aaf01dfd431fecde4a0b4c,268,2021-08-28T10:35:22,Login,Mobile,62.75.209.43,"New Elijah, Oklahoma, Tanzania",Firefox 110.0,700,3
67aaf01dfd431fecde4a0b4d,471,2024-05-02T05:02:10,Early Repayment,Mobile,16.108.51.203,"Martinhaven, Texas, Ukraine",Safari 15.1,36,7
67aaf01dfd431fecde4a0b4e,43,2020-03-17T14:10:02,Logout,Mobile,91.246.163.25,"South Julie, New Hampshire, Western Sahara",Firefox 110.0,571,17
67aaf01dfd431fecde4a0b4f,193,2024-04-20T18:38:37,Profile Update,Desktop,215.242.36.16,"Hartfort, New Hampshire, Morocco",Safari 15.1,343,12
67aaf01dfd431fecde4a0b50,549,2022-08-01T11:55:23,Early Repayment,Mobile,184.158.217.8,"Nathanside, Maryland, Greece",Chrome 113.0.5678.0,624,3
67aaf01dfd431fecde4a0b51,806,2024-06-30T14:00:35,Missed Payment,Desktop,115.218.168.239,"Morrismouth, Colorado, Palestinian Territory",Edge 113.0,347,11
67aaf01dfd431fecde4a0b52,917,2024-08-30T22:20:10,Early Repayment,Tablet,169.77.152.120,"Levineborough, Maine, Pitcairn Islands",Safari 15.1,1010,10
67aaf01dfd431fecde4a0b53,406,2023-09-03T15:31:40,Missed Payment,Mobile,84.113.73.61,"South Matthewberg, Utah, Guyana",Safari 15.1,678,20
67aaf01dfd431fecde4a0b54,904,2023-02-08T12:14:26,Login,Mobile,135.19.19.91,"South Stephanie, Iowa, Northern Mariana Islands",Edge 113.0,698,8
67aaf01dfd431fecde4a0b55,997,2020-11-09T09:24:53,Logout,Mobile,22.66.133.107,"Lake Jenniferbury, Connecticut, Andorra",Edge 113.0,959,3
67aaf01dfd431fecde4a0b56,64,2021-02-13T07:22:04,Profile Update,Tablet,26.199.73.230,"New Caleb, New Hampshire, Congo",Chrome 113.0.5678.0,565,3
67aaf01dfd431fecde4a0b57,366,2021-06-17T00:00:38,Logout,Tablet,128.249.183.100,"North Samuel, Maryland, Lebanon",Safari 15.1,122,11
67aaf01dfd431fecde4a0b58,505,2021-12-26T14:54:28,Missed Payment,Desktop,223.217.55.83,"New Eric, Nebraska, Tunisia",Firefox 110.0,1144,2
67aaf01dfd431fecde4a0b59,408,2023-04-15T17:14:27,Logout,Desktop,188.151.192.16,"Matthewstad, Georgia, United States Minor Outlying Islands",Safari 15.1,912,9
67aaf01dfd431fecde4a0b5a,541,2022-10-09T03:31:52,Profile Update,Tablet,139.91.184.85,"East Robin, Tennessee, Vanuatu",Firefox 110.0,1008,3
67aaf01dfd431fecde4a0b5b,381,2023-02-07T09:31:50,Profile Update,Tablet,53.242.109.178,"Ramirezhaven, New Mexico, Rwanda",Chrome 113.0.5678.0,1086,17
67aaf01dfd431fecde4a0b5c,176,2024-04-03T16:28:26,Early Repayment,Mobile,182.207.97.109,"West Melissa, Tennessee, Romania",Chrome 113.0.5678.0,619,9
67aaf01dfd431fecde4a0b5d,645,2020-03-12T23:02:19,Logout,Tablet,6.199.32.132,"Wallaceborough, South Carolina, Aruba",Firefox 110.0,237,19
67aaf01dfd431fecde4a0b5e,187,2022-07-22T07:09:47,Profile Update,Mobile,184.19.130.42,"East Ashleyview, Utah, Panama",Firefox 110.0,185,16
67aaf01dfd431fecde4a0b5f,858,2022-03-16T11:50:52,Profile Update,Tablet,214.124.168.160,"Port Angela, Pennsylvania, Guatemala",Safari 15.1,1052,7
67aaf01dfd431fecde4a0b60,821,2022-11-14T20:17:01,Login,Mobile,156.49.46.161,"East Patrickhaven, Illinois, Italy",Chrome 113.0.5678.0,785,18
67aaf01dfd431fecde4a0b61,389,2023-03-28T14:41:03,Logout,Mobile,72.70.246.151,"New Jeffrey, Montana, Suriname",Chrome 113.0.5678.0,355,18
67aaf01dfd431fecde4a0b62,694,2022-02-02T06:58:12,Logout,Desktop,45.238.191.145,"Hayneschester, California, Timor-Leste",Edge 113.0,1165,3
67aaf01dfd431fecde4a0b63,865,2024-04-10T05:12:36,Early Repayment,Desktop,55.3.16.210,"Timothyland, Connecticut, Nauru",Chrome 113.0.5678.0,450,12
67aaf01dfd431fecde4a0b64,674,2022-08-06T14:29:09,Missed Payment,Desktop,83.48.85.59,"Stewartton, New Hampshire, Syrian Arab Republic",Edge 113.0,474,6
67aaf01dfd431fecde4a0b65,741,2022-09-25T09:35:32,Login,Desktop,121.131.98.205,"Anitashire, Alabama, Belarus",Firefox 110.0,654,13
67aaf01dfd431fecde4a0b66,318,2020-06-22T16:28:39,Profile Update,Desktop,40.245.206.113,"Williamsberg, Connecticut, Hungary",Safari 15.1,970,18
67aaf01dfd431fecde4a0b67,430,2021-10-26T05:52:57,Early Repayment,Mobile,140.248.198.55,"Port Stephen, South Carolina, Bouvet Island (Bouvetoya)",Edge 113.0,1175,19
67aaf01dfd431fecde4a0b68,895,2024-01-10T11:28:46,Missed Payment,Tablet,212.8.191.172,"North Sarahview, Texas, Antarctica (the territory South of 60 deg S)",Chrome 113.0.5678.0,775,17
67aaf01dfd431fecde4a0b69,178,2024-03-14T23:40:56,Missed Payment,Mobile,103.204.254.218,"West Richard, Minnesota, Cote d'Ivoire",Edge 113.0,524,13
67aaf01dfd431fecde4a0b6a,640,2021-05-31T09:30:11,Missed Payment,Tablet,78.66.134.64,"Lake Carolville, New Mexico, Moldova",Edge 113.0,739,12
67aaf01dfd431fecde4a0b6b,386,2020-03-14T12:33:39,Login,Tablet,137.122.91.131,"Tapiaport, Oregon, Heard Island and McDonald Islands",Chrome 113.0.5678.0,166,4
67aaf01dfd431fecde4a0b6c,834,2024-11-16T12:11:54,Logout,Desktop,132.86.105.166,"Lake Stevetown, Wyoming, South Africa",Chrome 113.0.5678.0,850,2
67aaf01dfd431fecde4a0b6d,528,2022-03-22T15:12:42,Profile Update,Desktop,197.97.228.232,"New Angelaborough, Arizona, Cambodia",Chrome 113.0.5678.0,224,12
67aaf01dfd431fecde4a0b6e,196,2023-09-06T18:12:00,Logout,Mobile,109.60.96.86,"East Richard, Florida, Tunisia",Safari 15.1,261,13
67aaf01dfd431fecde4a0b6f,242,2023-08-01T14:32:35,Missed Payment,Mobile,162.96.149.239,"Hesston, South Dakota, Cayman Islands",Chrome 113.0.5678.0,1105,2
67aaf01dfd431fecde4a0b70,779,2020-11-11T02:55:47,Early Repayment,Mobile,133.57.191.205,"West Davidmouth, Colorado, Cambodia",Chrome 113.0.5678.0,651,8
67aaf01dfd431fecde4a0b71,155,2024-05-04T08:44:10,Login,Desktop,198.73.29.98,"West Lindsay, Connecticut, Palau",Firefox 110.0,374,11
67aaf01dfd431fecde4a0b72,85,2023-08-30T16:06:27,Profile Update,Tablet,206.2.9.1,"Raymondshire, Alaska, Puerto Rico",Edge 113.0,55,20
67aaf01dfd431fecde4a0b73,458,2021-06-03T08:49:14,Profile Update,Desktop,159.130.42.162,"New Jonathan, Michigan, Congo",Chrome 113.0.5678.0,113,5
67aaf01dfd431fecde4a0b74,841,2020-09-03T15:29:18,Early Repayment,Desktop,47.177.3.100,"Figueroamouth, Tennessee, Ethiopia",Firefox 110.0,428,17
67aaf01dfd431fecde4a0b75,49,2024-05-02T16:45:31,Logout,Mobile,170.120.170.123,"Valdezbury, Arkansas, Guernsey",Safari 15.1,327,1
67aaf01dfd431fecde4a0b76,174,2021-03-10T23:30:02,Early Repayment,Tablet,182.73.64.130,"Heatherport, Arkansas, Kazakhstan",Chrome 113.0.5678.0,267,12
67aaf01dfd431fecde4a0b77,891,2024-03-03T02:38:28,Profile Update,Mobile,83.242.247.121,"Andrewberg, Arizona, Namibia",Safari 15.1,1100,13
67aaf01dfd431fecde4a0b78,877,2021-01-25T12:31:49,Profile Update,Mobile,98.137.232.225,"North Erinchester, Utah, Morocco",Edge 113.0,878,15
67aaf01dfd431fecde4a0b79,461,2020-02-27T09:12:51,Logout,Tablet,66.184.201.208,"Lake Keithfort, New Hampshire, El Salvador",Edge 113.0,709,20
67aaf01dfd431fecde4a0b7a,565,2020-02-29T08:39:53,Logout,Desktop,115.142.9.229,"South Melissashire, Arizona, Sudan",Chrome 113.0.5678.0,1144,1
67aaf01dfd431fecde4a0b7b,338,2022-03-26T16:41:31,Profile Update,Desktop,22.150.138.237,"Port Victoria, Idaho, Central African Republic",Safari 15.1,227,11
67aaf01dfd431fecde4a0b7c,872,2021-03-17T04:33:06,Profile Update,Mobile,9.214.72.150,"New Elizabeth, Maryland, Netherlands",Safari 15.1,663,4
67aaf01dfd431fecde4a0b7d,99,2020-04-05T16:23:18,Logout,Desktop,160.218.239.209,"East Donna, Maine, Serbia",Safari 15.1,623,11
67aaf01dfd431fecde4a0b7e,293,2024-09-18T05:40:00,Logout,Tablet,51.19.156.181,"New Emily, Massachusetts, Mauritius",Chrome 113.0.5678.0,169,16
67aaf01dfd431fecde4a0b7f,939,2020-05-31T12:20:44,Missed Payment,Desktop,79.156.75.21,"Port Robertton, New Jersey, Tokelau",Safari 15.1,141,12
67aaf01dfd431fecde4a0b80,104,2021-12-03T10:48:15,Missed Payment,Desktop,163.103.158.93,"Lake Carolynville, Tennessee, Equatorial Guinea",Edge 113.0,345,13
67aaf01dfd431fecde4a0b81,114,2023-05-06T02:40:25,Missed Payment,Tablet,34.59.222.10,"Williamsberg, Utah, Russian Federation",Edge 113.0,664,5
67aaf01dfd431fecde4a0b82,746,2023-08-23T02:20:18,Login,Desktop,154.178.81.183,"North Courtney, Connecticut, Papua New Guinea",Edge 113.0,1139,9
67aaf01dfd431fecde4a0b83,730,2024-10-17T13:44:15,Logout,Tablet,188.137.78.193,"South Danielle, New Jersey, Japan",Safari 15.1,618,13
67aaf01dfd431fecde4a0b84,126,2022-01-18T13:35:47,Login,Mobile,139.141.1.157,"Phillipsfort, Georgia, Kazakhstan",Edge 113.0,983,20
67aaf01dfd431fecde4a0b85,643,2020-08-09T07:31:28,Early Repayment,Tablet,105.203.160.109,"Port Adam, Alaska, United States Minor Outlying Islands",Chrome 113.0.5678.0,1061,1
67aaf01dfd431fecde4a0b86,268,2024-06-29T15:18:23,Logout,Mobile,195.205.200.5,"East Courtneyfort, Connecticut, Chad",Edge 113.0,225,10
67aaf01dfd431fecde4a0b87,298,2024-11-11T08:20:41,Login,Tablet,18.75.106.153,"Masonfurt, Washington, Antarctica (the territory South of 60 deg S)",Edge 113.0,384,18
67aaf01dfd431fecde4a0b88,671,2021-02-07T12:55:07,Profile Update,Mobile,70.209.124.73,"Lake Robertport, Connecticut, Saint Pierre and Miquelon",Chrome 113.0.5678.0,39,19
67aaf01dfd431fecde4a0b89,28,2020-11-01T19:44:01,Login,Desktop,77.221.130.167,"Lake Melissa, Montana, Fiji",Edge 113.0,1132,13
67aaf01dfd431fecde4a0b8a,126,2022-01-26T09:33:22,Missed Payment,Mobile,175.122.95.213,"North Paula, Connecticut, Singapore",Firefox 110.0,249,20
67aaf01dfd431fecde4a0b8b,159,2022-05-24T05:58:45,Logout,Desktop,24.217.14.226,"Lindachester, Wyoming, Haiti",Safari 15.1,908,4
67aaf01dfd431fecde4a0b8c,683,2021-04-17T10:49:54,Login,Tablet,33.169.124.209,"Lake Emily, Georgia, Hungary",Firefox 110.0,976,9
67aaf01dfd431fecde4a0b8d,136,2024-09-28T08:00:34,Missed Payment,Tablet,216.204.145.132,"Juliebury, Iowa, Barbados",Safari 15.1,1118,15
67aaf01dfd431fecde4a0b8e,152,2020-11-12T16:04:37,Missed Payment,Tablet,100.232.49.189,"South Matthew, Florida, Sao Tome and Principe",Safari 15.1,181,9
67aaf01dfd431fecde4a0b8f,32,2023-02-01T01:21:09,Logout,Mobile,10.146.115.2,"New Dillon, Kentucky, Poland",Firefox 110.0,1178,1
67aaf01dfd431fecde4a0b90,486,2024-04-11T18:06:22,Missed Payment,Tablet,173.233.57.93,"Port Victoriaport, Colorado, Macedonia",Chrome 113.0.5678.0,358,1
67aaf01dfd431fecde4a0b91,833,2021-11-23T05:55:51,Early Repayment,Desktop,214.163.52.41,"Brownmouth, Colorado, Austria",Edge 113.0,130,7
